service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
201022142,0,0,0,0,0,1,0,20260825,20261231
201022203,0,0,0,0,0,1,0,20260825,20261231
201022229,0,0,0,0,0,1,0,20260825,20261231
201022250,0,0,0,0,0,1,0,20260825,20261231
300010705,1,1,1,1,1,0,0,20260825,20261231
300010735,1,1,1,1,1,0,0,20260825,20261231
300010815,1,1,1,1,1,0,0,20260825,20261231
300010855,1,1,1,1,1,0,0,20260825,20261231
300010935,1,1,1,1,1,0,0,20260825,20261231
300011015,1,1,1,1,1,0,0,20260825,20261231
300011055,1,1,1,1,1,0,0,20260825,20261231
300011135,1,1,1,1,1,0,0,20260825,20261231
300011215,1,1,1,1,1,0,0,20260825,20261231
300011255,1,1,1,1,1,0,0,20260825,20261231
300011335,1,1,1,1,1,0,0,20260825,20261231
300011415,1,1,1,1,1,0,0,20260825,20261231
300011455,1,1,1,1,1,0,0,20260825,20261231
300011535,1,1,1,1,1,0,0,20260825,20261231
300011615,1,1,1,1,1,0,0,20260825,20261231
300011655,1,1,1,1,1,0,0,20260825,20261231
300011735,1,1,1,1,1,0,0,20260825,20261231
300011815,1,1,1,1,1,0,0,20260825,20261231
300011855,1,1,1,1,1,0,0,20260825,20261231
300011935,1,1,1,1,1,0,0,20260825,20261231
300012015,1,1,1,1,1,0,0,20260825,20261231
300012055,1,1,1,1,1,0,0,20260825,20261231
300012135,1,1,1,1,1,0,0,20260825,20261231
300012215,1,1,1,1,1,0,0,20260825,20261231
300020705,0,0,0,0,0,1,0,20260825,20261231
300020735,0,0,0,0,0,1,0,20260825,20261231
300020805,0,0,0,0,0,1,0,20260825,20261231
300020847,0,0,0,0,0,1,0,20260825,20261231
300020920,0,0,0,0,0,1,0,20260825,20261231
300021002,0,0,0,0,0,1,0,20260825,20261231
300021035,0,0,0,0,0,1,0,20260825,20261231
300021117,0,0,0,0,0,1,0,20260825,20261231
300021150,0,0,0,0,0,1,0,20260825,20261231
300021232,0,0,0,0,0,1,0,20260825,20261231
300021305,0,0,0,0,0,1,0,20260825,20261231
300021347,0,0,0,0,0,1,0,20260825,20261231
300021420,0,0,0,0,0,1,0,20260825,20261231
300021502,0,0,0,0,0,1,0,20260825,20261231
300021535,0,0,0,0,0,1,0,20260825,20261231
300021617,0,0,0,0,0,1,0,20260825,20261231
300021650,0,0,0,0,0,1,0,20260825,20261231
300021732,0,0,0,0,0,1,0,20260825,20261231
300021805,0,0,0,0,0,1,0,20260825,20261231
300021847,0,0,0,0,0,1,0,20260825,20261231
300021920,0,0,0,0,0,1,0,20260825,20261231
300022002,0,0,0,0,0,1,0,20260825,20261231
300022035,0,0,0,0,0,1,0,20260825,20261231
300022117,0,0,0,0,0,1,0,20260825,20261231
300030710,0,0,0,0,0,0,1,20260825,20261231
300030735,0,0,0,0,0,0,1,20260825,20261231
300030805,0,0,0,0,0,0,1,20260825,20261231
300030847,0,0,0,0,0,0,1,20260825,20261231
300030920,0,0,0,0,0,0,1,20260825,20261231
300031002,0,0,0,0,0,0,1,20260825,20261231
300031035,0,0,0,0,0,0,1,20260825,20261231
300031117,0,0,0,0,0,0,1,20260825,20261231
300031150,0,0,0,0,0,0,1,20260825,20261231
300031232,0,0,0,0,0,0,1,20260825,20261231
300031305,0,0,0,0,0,0,1,20260825,20261231
300031347,0,0,0,0,0,0,1,20260825,20261231
300031420,0,0,0,0,0,0,1,20260825,20261231
300031502,0,0,0,0,0,0,1,20260825,20261231
300031535,0,0,0,0,0,0,1,20260825,20261231
300031617,0,0,0,0,0,0,1,20260825,20261231
300031650,0,0,0,0,0,0,1,20260825,20261231
300031732,0,0,0,0,0,0,1,20260825,20261231
300031805,0,0,0,0,0,0,1,20260825,20261231
300031847,0,0,0,0,0,0,1,20260825,20261231
300031920,0,0,0,0,0,0,1,20260825,20261231
300032002,0,0,0,0,0,0,1,20260825,20261231
300032035,0,0,0,0,0,0,1,20260825,20261231
300032117,0,0,0,0,0,0,1,20260825,20261231
300032150,0,0,0,0,0,0,1,20260825,20261231
300032230,0,0,0,0,0,0,1,20260825,20261231
301010719,1,1,1,1,1,0,0,20260825,20261231
301010749,1,1,1,1,1,0,0,20260825,20261231
301010831,1,1,1,1,1,0,0,20260825,20261231
